series,episode,baker,technical,result,uk_airdate,us_season,us_airdate,challenge,bake,dessert,chocolate,fruit,nut
5,4,Luis,2nd,IN,27 August 2014,2,2015-09-27,showstopper,bakewell alaska,other,no chocolate,no fruit,no nut
5,4,Martha,1st,IN,27 August 2014,2,2015-09-27,showstopper,key lime baked alaska,other,no chocolate,fruit,no nut
5,4,Nancy,4th,IN,27 August 2014,2,2015-09-27,showstopper,summer pudding alaska,pudding,no chocolate,no fruit,no nut
5,4,Norman,8th,IN,27 August 2014,2,2015-09-27,showstopper,baked alaska with strawberry surprise,other,no chocolate,fruit,no nut
5,4,Iain,6th,OUT,27 August 2014,2,2015-09-27,showstopper,"chocolate, black sesame seed and coffee caramel baked alaska (not presented)",other,chocolate,no fruit,no nut
5,4,Richard,5th,SB,27 August 2014,2,2015-09-27,showstopper,tiramisu baked alaska,other,no chocolate,no fruit,no nut
5,5,Chetna,2nd,IN,3 September 2014,2,2015-10-04,showstopper,fusion tiered pies,pie,no chocolate,no fruit,no nut
5,5,Luis,6th,IN,3 September 2014,2,2015-10-04,showstopper,four fruity seasons tower,other,no chocolate,no fruit,no nut
5,5,Martha,1st,IN,3 September 2014,2,2015-10-04,showstopper,three little pigs pie,pie,no chocolate,no fruit,no nut
5,5,Nancy,4th,IN,3 September 2014,2,2015-10-04,showstopper,trio of apple pies,pie,no chocolate,fruit,no nut
5,5,Richard,7th,IN,3 September 2014,2,2015-10-04,showstopper,three course autumn pie feast,pie,no chocolate,no fruit,no nut
5,5,Diana,NA,LEFT,3 September 2014,2,2015-10-04,showstopper,NA,other,no chocolate,no fruit,no nut
5,5,Norman,5th,OUT,3 September 2014,2,2015-10-04,showstopper,pieful tower,pie,no chocolate,no fruit,no nut
5,5,Kate,3rd,SB,3 September 2014,2,2015-10-04,showstopper,"rhubarb, prune and apple pork pies",pie,no chocolate,fruit,no nut
5,6,Kate,6th,IN,10 September 2014,2,2015-10-11,showstopper,trio of dobos tortes,cake,no chocolate,no fruit,no nut
5,6,Luis,3rd,IN,10 September 2014,2,2015-10-11,showstopper,the cage on the rocky hill,other,no chocolate,no fruit,no nut
5,6,Martha,4th,IN,10 September 2014,2,2015-10-11,showstopper,chess-themed chocolate and salted caramel dobos torte,cake,chocolate,no fruit,no nut
5,6,Nancy,1st,IN,10 September 2014,2,2015-10-11,showstopper,chocolate and caramel dobos torte,cake,chocolate,no fruit,no nut
5,6,Richard,5th,IN,10 September 2014,2,2015-10-11,showstopper,sugar forest dobos torte,cake,no chocolate,no fruit,no nut
5,6,Chetna,2nd,SB,10 September 2014,2,2015-10-11,showstopper,almond liqueur dobos torte with chocolate caramel buttercream,cake,chocolate,no fruit,almond
5,7,Chetna,6th,IN,17 September 2014,2,2015-10-18,showstopper,chocolate and mango & lemon meringue éclairs,other,chocolate,fruit,no nut
5,7,Luis,5th,IN,17 September 2014,2,2015-10-18,showstopper,"stars and stripes éclairs
(blueberry cheesecake & peanut butter and jelly éclairs)",cake,no chocolate,fruit,peanut
5,7,Martha,3rd,IN,17 September 2014,2,2015-10-18,showstopper,"rhubarb and custard éclairs
maple syrup and bacon éclairs",pudding,no chocolate,no fruit,no nut
5,7,Nancy,2nd,IN,17 September 2014,2,2015-10-18,showstopper,smoked salmon and horseradish & raspberry ripple éclairs,other,no chocolate,fruit,no nut
5,7,Kate,4th,OUT,17 September 2014,2,2015-10-18,showstopper,neapolitan & lemon meringue éclairs,other,no chocolate,fruit,no nut
5,7,Richard,1st,SB,17 September 2014,2,2015-10-18,showstopper,"stair of éclairs
(lavender and blueberry & rose and raspberry éclairs)",other,no chocolate,fruit,no nut
5,8,Chetna,1st,IN,24 September 2014,2,2015-10-25,showstopper,chocolate mousse filled doughnutsbraided doughnuts,other,chocolate,fruit,no nut
5,8,Luis,2nd,IN,24 September 2014,2,2015-10-25,showstopper,"cocktail doughnuts
(mudslide & raspberry mojito)",other,no chocolate,fruit,no nut
5,8,Nancy,3rd,IN,24 September 2014,2,2015-10-25,showstopper,"doughnut family tree
(limoncello and almond & milk chocolate and orange)",other,chocolate,fruit,almond
5,8,Martha,5th,OUT,24 September 2014,2,2015-10-25,showstopper,"glazed lemon and poppy seed doughnuts
chocolate and passion fruit doughnuts",other,chocolate,fruit,no nut
5,8,Richard,4th,SB,24 September 2014,2,2015-10-25,showstopper,rhubarb and custard and toffee apple doughnuts,pudding,no chocolate,fruit,no nut
5,9,Luis,1st,IN,1 October 2014,2,2015-11-01,showstopper,"chocolate mousse and cherry entremets
pomegranate, fig and pistachio sponges",other,chocolate,fruit,pistachio
5,9,Nancy,3rd,IN,1 October 2014,2,2015-11-01,showstopper,"raspberry nonnettes
lime and passion fruit entremets",other,no chocolate,fruit,no nut
5,9,Chetna,4th,OUT,1 October 2014,2,2015-11-01,showstopper,"chocolate, orange and nut entremets
cappuccino entremets",other,chocolate,fruit,no nut
5,9,Richard,2nd,SB,1 October 2014,2,2015-11-01,showstopper,"hazelnut mocha entremets
pink grapefruit entremets",other,no chocolate,fruit,filbert
5,10,Luis,2nd,RUNNER UP,8 October 2014,2,2015-11-08,showstopper,village in chocolate,other,chocolate,no fruit,no nut
5,10,Richard,3rd,RUNNER UP,8 October 2014,2,2015-11-08,showstopper,mill on the hill,other,no chocolate,no fruit,no nut
5,10,Nancy,1st,WINNER,8 October 2014,2,2015-11-08,showstopper,red windmill,other,no chocolate,no fruit,no nut
6,1,Alvin,2nd,IN,5 August 2015,3,2016-07-01,showstopper,black forest gâteau,other,no chocolate,no fruit,no nut
6,1,Dorret,5th,IN,5 August 2015,3,2016-07-01,showstopper,enchanted forest gâteau,other,no chocolate,no fruit,no nut
6,1,Flora,6th,IN,5 August 2015,3,2016-07-01,showstopper,black forest gâteau,other,no chocolate,no fruit,no nut
6,1,Ian,8th,IN,5 August 2015,3,2016-07-01,showstopper,black forest cherry tree,other,no chocolate,fruit,no nut
6,1,Mat,7th,IN,5 August 2015,3,2016-07-01,showstopper,black forest gateau,other,no chocolate,no fruit,no nut
6,1,Nadiya,12th,IN,5 August 2015,3,2016-07-01,showstopper,quadruple chocolate black forest gâteau,other,chocolate,no fruit,no nut
6,1,Paul,10th,IN,5 August 2015,3,2016-07-01,showstopper,black forest chocolate creation,other,chocolate,no fruit,no nut
6,1,Sandy,9th,IN,5 August 2015,3,2016-07-01,showstopper,black forest gâteau,other,no chocolate,no fruit,no nut
6,1,Tamal,4th,IN,5 August 2015,3,2016-07-01,showstopper,black forest gâteau in a chocolate shell,other,chocolate,no fruit,no nut
6,1,Ugnė,1st,IN,5 August 2015,3,2016-07-01,showstopper,falling cup gâteau,other,no chocolate,no fruit,no nut
6,1,Stu,11th,OUT,5 August 2015,3,2016-07-01,showstopper,purple forest gâteau,other,no chocolate,no fruit,no nut
6,1,Marie,3rd,SB,5 August 2015,3,2016-07-01,showstopper,a walk in the black forest,other,no chocolate,no fruit,no nut
6,2,Alvin,6th,IN,12 August 2015,3,2016-07-08,showstopper,gingerbread box filled with brandy snaps,other,no chocolate,no fruit,no nut
6,2,Dorret,1st,IN,12 August 2015,3,2016-07-08,showstopper,box of frogs,other,no chocolate,no fruit,no nut
6,2,Flora,2nd,IN,12 August 2015,3,2016-07-08,showstopper,honey and earl grey tea box,other,no chocolate,no fruit,no nut
6,2,Mat,5th,IN,12 August 2015,3,2016-07-08,showstopper,gingerbread fire engine,other,no chocolate,no fruit,no nut
6,2,Nadiya,9th,IN,12 August 2015,3,2016-07-08,showstopper,box of fortunes,other,no chocolate,no fruit,no nut
6,2,Paul,10th,IN,12 August 2015,3,2016-07-08,showstopper,memory box,other,no chocolate,no fruit,no nut
6,2,Sandy,4th,IN,12 August 2015,3,2016-07-08,showstopper,sundried tomato cheese biscuit box,other,no chocolate,fruit,no nut
6,2,Tamal,8th,IN,12 August 2015,3,2016-07-08,showstopper,chessboard box,other,no chocolate,no fruit,no nut
6,2,Ugnė,7th,IN,12 August 2015,3,2016-07-08,showstopper,baby climbing into the cookie box,cookie,no chocolate,no fruit,no nut
6,2,Marie,11th,OUT,12 August 2015,3,2016-07-08,showstopper,russian box,other,no chocolate,no fruit,no nut
6,2,Ian,3rd,SB,12 August 2015,3,2016-07-08,showstopper,sandwich de la confiture,other,no chocolate,no fruit,no nut
6,3,Alvin,4th,IN,19 August 2015,3,2016-07-15,showstopper,cornucopia,other,no chocolate,no fruit,no nut
6,3,Flora,2nd,IN,19 August 2015,3,2016-07-15,showstopper,herb couture,other,no chocolate,no fruit,no nut
6,3,Mat,8th,IN,19 August 2015,3,2016-07-15,showstopper,curry inspired brighton pavilion,other,no chocolate,no fruit,no nut
6,3,Nadiya,9th,IN,19 August 2015,3,2016-07-15,showstopper,snake charmer's basket,other,no chocolate,no fruit,no nut
6,3,Paul,10th,IN,19 August 2015,3,2016-07-15,showstopper,king of the jungle,other,no chocolate,no fruit,no nut
6,3,Sandy,7th,IN,19 August 2015,3,2016-07-15,showstopper,basket of bread flowers with a walnut and blue cheese centre,other,no chocolate,fruit,walnut
6,3,Tamal,3rd,IN,19 August 2015,3,2016-07-15,showstopper,breadcycle,other,no chocolate,no fruit,no nut
6,3,Ugnė,5th,IN,19 August 2015,3,2016-07-15,showstopper,easter basket,other,no chocolate,no fruit,no nut
6,3,Dorret,6th,OUT,19 August 2015,3,2016-07-15,showstopper,unmade bread,other,no chocolate,no fruit,no nut
6,3,Ian,1st,SB,19 August 2015,3,2016-07-15,showstopper,flour power,other,no chocolate,no fruit,no nut
6,4,Alvin,9th,IN,26 August 2015,3,2016-07-15,showstopper,tower of fruits cheesecakes,cake,no chocolate,no fruit,no nut
6,4,Flora,3rd,IN,26 August 2015,3,2016-07-15,showstopper,elderflower and granola cheesecakes,cake,no chocolate,no fruit,no nut
6,4,Mat,7th,IN,26 August 2015,3,2016-07-15,showstopper,chocolate bar cheesecakes,cake,chocolate,no fruit,no nut
6,4,Nadiya,8th,IN,26 August 2015,3,2016-07-15,showstopper,fizzy pop cheesecakes,cake,no chocolate,no fruit,no nut
6,4,Paul,1st,IN,26 August 2015,3,2016-07-15,showstopper,berry cheesecake tower,cake,no chocolate,no fruit,no nut
6,4,Tamal,5th,IN,26 August 2015,3,2016-07-15,showstopper,"mango, hazelnut and rosemary cheesecake trio",cake,no chocolate,fruit,filbert
6,4,Ugnė,2nd,IN,26 August 2015,3,2016-07-15,showstopper,"lime, coconut and hazelnut cheesecakes",cake,no chocolate,fruit,filbert
6,4,Sandy,6th,OUT,26 August 2015,3,2016-07-15,showstopper,"cassata, whisky and orange & apple pie cheesecakes",cake,no chocolate,fruit,no nut
6,4,Ian,4th,SB,26 August 2015,3,2016-07-15,showstopper,trio of spicy and herby baked cheesecakes,cake,no chocolate,no fruit,no nut
6,5,Alvin,8th,IN,2 September 2015,3,2016-07-22,showstopper,"buko pandan, mango and passion fruit ice cream roll",other,no chocolate,fruit,no nut
6,5,Flora,3rd,IN,2 September 2015,3,2016-07-22,showstopper,chocolate and pear bûche,other,chocolate,fruit,no nut
6,5,Ian,5th,IN,2 September 2015,3,2016-07-22,showstopper,dessert island,other,no chocolate,no fruit,no nut
6,5,Mat,4th,IN,2 September 2015,3,2016-07-22,showstopper,raspberry and coconut ice cream roll,other,no chocolate,fruit,no nut
6,5,Paul,2nd,IN,2 September 2015,3,2016-07-22,showstopper,dessert island getaway,other,no chocolate,no fruit,no nut
6,5,Tamal,7th,IN,2 September 2015,3,2016-07-22,showstopper,passion fruit and pineapple ice cream roll,other,no chocolate,fruit,no nut
6,5,Ugnė,6th,OUT,2 September 2015,3,2016-07-22,showstopper,"chocolate, peanut butter and grape jam roll",other,chocolate,fruit,peanut
6,5,Nadiya,1st,SB,2 September 2015,3,2016-07-22,showstopper,chocolate and strawberry lime ice cream roll,other,chocolate,fruit,no nut
6,6,Flora,2nd,IN,9 September 2015,3,2016-07-22,showstopper,asparagus and parma ham and praline and chocolate vol-au-vents,other,chocolate,no fruit,no nut
6,6,Ian,3rd,IN,9 September 2015,3,2016-07-22,showstopper,vol-au-vents terre et mer,other,no chocolate,no fruit,no nut
6,6,Nadiya,4th,IN,9 September 2015,3,2016-07-22,showstopper,bengali korma and clementine with cod vol-au-vents,other,no chocolate,fruit,no nut
6,6,Paul,5th,IN,9 September 2015,3,2016-07-22,showstopper,savoury and sweet bouchées,other,no chocolate,no fruit,no nut
6,6,Tamal,7th,IN,9 September 2015,3,2016-07-22,showstopper,fennel and rosemary pulled pork and chicken and coriander vol-au-vents,other,no chocolate,no fruit,no nut
6,6,Alvin,6th,OUT,9 September 2015,3,2016-07-22,showstopper,smoked salmon en croûte and vermouth chicken à la king vol-au-vents,other,no chocolate,no fruit,no nut
6,6,Mat,1st,SB,9 September 2015,3,2016-07-22,showstopper,his 'n' hers vol-au-vents,other,no chocolate,no fruit,no nut
6,7,Flora,4th,IN,16 September 2015,3,2016-07-29,showstopper,"raspberry, pomegranate and champagne charlotte russe",other,no chocolate,fruit,no nut
6,7,Ian,5th,IN,16 September 2015,3,2016-07-29,showstopper,victoria's crown charlotte russe,other,no chocolate,no fruit,no nut
6,7,Nadiya,1st,IN,16 September 2015,3,2016-07-29,showstopper,mango and raspberry charlotte russe,other,no chocolate,fruit,no nut
6,7,Paul,2nd,IN,16 September 2015,3,2016-07-29,showstopper,charlotte rose,other,no chocolate,no fruit,no nut
6,7,Mat,6th,OUT,16 September 2015,3,2016-07-29,showstopper,strawberry charlotte russe,other,no chocolate,fruit,no nut
6,7,Tamal,3rd,SB,16 September 2015,3,2016-07-29,showstopper,"spiced blackberry, raspberry and cardamom charlotte russe",other,no chocolate,fruit,no nut
6,8,Flora,3rd,IN,23 September 2015,3,2016-07-29,showstopper,lime & basil and coconut & white chocolate religieuse à l'ancienne,other,chocolate,fruit,no nut
6,8,Ian,2nd,IN,23 September 2015,3,2016-07-29,showstopper,nun with hidden passions,other,no chocolate,no fruit,no nut
6,8,Tamal,4th,IN,23 September 2015,3,2016-07-29,showstopper,passionfruit & mango and pistachio & raspberry religieuse à l'ancienne,other,no chocolate,fruit,pistachio
6,8,Paul,5th,OUT,23 September 2015,3,2016-07-29,showstopper,religieuse à l'ancienne,other,no chocolate,no fruit,no nut
6,8,Nadiya,1st,SB,23 September 2015,3,2016-07-29,showstopper,bubble gum and peppermint cream religieuse à l'ancienne,other,no chocolate,no fruit,no nut
6,9,Ian,3rd,IN,30 September 2015,3,2016-08-05,showstopper,chocolate well,other,chocolate,no fruit,no nut
6,9,Tamal,2nd,IN,30 September 2015,3,2016-08-05,showstopper,chocolate bell tower,other,chocolate,no fruit,no nut
6,9,Flora,1st,OUT,30 September 2015,3,2016-08-05,showstopper,cocoa carousel,other,no chocolate,no fruit,no nut
6,9,Nadiya,4th,SB,30 September 2015,3,2016-08-05,showstopper,peacock in nan's door,other,no chocolate,no fruit,no nut
6,10,Ian,2nd,RUNNER UP,7 October 2015,3,2016-08-12,showstopper,colossal curry carrot cake,cake,no chocolate,no fruit,no nut
6,10,Tamal,3rd,RUNNER UP,7 October 2015,3,2016-08-12,showstopper,sticky toffee pudding cake,cake,no chocolate,no fruit,no nut
6,10,Nadiya,1st,WINNER,7 October 2015,3,2016-08-12,showstopper,my big fat british wedding cake,cake,no chocolate,no fruit,no nut
7,1,Andrew,12th,IN,24 August 2016,4,2017-06-16,showstopper,'ultimate indulgence' mirror glaze cake,cake,no chocolate,no fruit,no nut
7,1,Benjamina,6th,IN,24 August 2016,4,2017-06-16,showstopper,white chocolate mirror glaze with salted praline buttercream,other,chocolate,no fruit,no nut
7,1,Candice,5th,IN,24 August 2016,4,2017-06-16,showstopper,"mirror mirror on the wall, who is the shiniest cake of them all?",cake,no chocolate,no fruit,no nut
7,1,Kate,4th,IN,24 August 2016,4,2017-06-16,showstopper,one swallow does not make a summer cake,cake,no chocolate,no fruit,no nut
7,1,Louise,9th,IN,24 August 2016,4,2017-06-16,showstopper,white chocolate trifle mirror glaze cake,cake,chocolate,no fruit,no nut
7,1,Michael,3rd,IN,24 August 2016,4,2017-06-16,showstopper,matcha tea chocolate mirror glaze,other,chocolate,no fruit,no nut
7,1,Rav,8th,IN,24 August 2016,4,2017-06-16,showstopper,colombian mocha mirror glaze cake,cake,no chocolate,no fruit,no nut
7,1,Selasi,1st,IN,24 August 2016,4,2017-06-16,showstopper,"raspberry, sloe and white chocolate mirror glaze cake",cake,chocolate,fruit,no nut
7,1,Tom,2nd,IN,24 August 2016,4,2017-06-16,showstopper,black forest broken mirror,other,no chocolate,no fruit,no nut
7,1,Val,10th,IN,24 August 2016,4,2017-06-16,showstopper,chocolate sponge with four fruit frosting,other,chocolate,no fruit,no nut
7,1,Lee,11th,OUT,24 August 2016,4,2017-06-16,showstopper,strawberry surprise mirror cake,cake,no chocolate,fruit,no nut
7,1,Jane,7th,SB,24 August 2016,4,2017-06-16,showstopper,chocolate orange mirror cake,cake,chocolate,fruit,no nut
7,2,Andrew,4th,IN,31 August 2016,4,2017-06-16,showstopper,punting in cambridge,other,no chocolate,no fruit,no nut
7,2,Benjamina,3rd,IN,31 August 2016,4,2017-06-16,showstopper,"new york, new york",other,no chocolate,no fruit,no nut
7,2,Jane,2nd,IN,31 August 2016,4,2017-06-16,showstopper,hastings old town fishing net shops and boat,other,no chocolate,no fruit,no nut
7,2,Kate,1st,IN,31 August 2016,4,2017-06-16,showstopper,"""i promise i will do my best""",other,no chocolate,no fruit,no nut
7,2,Michael,9th,IN,31 August 2016,4,2017-06-16,showstopper,trip to see santa in lapland,other,no chocolate,no fruit,no nut
7,2,Rav,6th,IN,31 August 2016,4,2017-06-16,showstopper,gingerbread christmas fairground,other,no chocolate,no fruit,no nut
7,2,Selasi,11th,IN,31 August 2016,4,2017-06-16,showstopper,stained glass window gingerbread church,other,no chocolate,no fruit,no nut
7,2,Tom,7th,IN,31 August 2016,4,2017-06-16,showstopper,tom and pod's near death experience,other,no chocolate,no fruit,no nut
7,2,Val,5th,IN,31 August 2016,4,2017-06-16,showstopper,from holland to new york via yorkshire,other,no chocolate,no fruit,no nut
7,2,Louise,10th,OUT,31 August 2016,4,2017-06-16,showstopper,gingerbread wedding,other,no chocolate,no fruit,no nut
7,2,Candice,8th,SB,31 August 2016,4,2017-06-16,showstopper,gingerbread pub with sticky ginger carpet,other,no chocolate,no fruit,no nut
7,3,Andrew,2nd,IN,7 September 2016,4,2017-06-23,showstopper,braided harvest bread basket,other,no chocolate,no fruit,no nut
7,3,Benjamina,6th,IN,7 September 2016,4,2017-06-23,showstopper,braided bread heart,other,no chocolate,no fruit,no nut
7,3,Candice,3rd,IN,7 September 2016,4,2017-06-23,showstopper,italian light and dark rye twist,other,no chocolate,no fruit,no nut
7,3,Jane,9th,IN,7 September 2016,4,2017-06-23,showstopper,chorizo and chilli flower with parmesan and pesto centre,other,no chocolate,no fruit,no nut
7,3,Kate,8th,IN,7 September 2016,4,2017-06-23,showstopper,the corn maiden,other,no chocolate,no fruit,no nut
7,3,Rav,10th,IN,7 September 2016,4,2017-06-23,showstopper,three tier diwali bread centrepiece,pie,no chocolate,no fruit,no nut
7,3,Selasi,5th,IN,7 September 2016,4,2017-06-23,showstopper,bedouin escape tear and share bread,other,no chocolate,no fruit,no nut
7,3,Val,1st,IN,7 September 2016,4,2017-06-23,showstopper,"""and they all went into the ark to get out of the rain""",other,no chocolate,no fruit,no nut
7,3,Michael,7th,OUT,7 September 2016,4,2017-06-23,showstopper,cypriot dove and olive branch plaited loaf with houmous,other,no chocolate,fruit,no nut
7,3,Tom,4th,SB,7 September 2016,4,2017-06-23,showstopper,jörmungandr and mjölnir,other,no chocolate,no fruit,no nut
7,4,Andrew,4th,IN,14 September 2016,4,2017-06-30,showstopper,churros window box,other,no chocolate,no fruit,no nut
7,4,Candice,2nd,IN,14 September 2016,4,2017-06-30,showstopper,two-way peanut butter churros,other,no chocolate,fruit,peanut
7,4,Jane,3rd,IN,14 September 2016,4,2017-06-30,showstopper,pistachio and white chocolate churros,other,chocolate,no fruit,pistachio
7,4,Rav,9th,IN,14 September 2016,4,2017-06-30,showstopper,three dip matcha pistachio churros,other,no chocolate,no fruit,pistachio
7,4,Selasi,8th,IN,14 September 2016,4,2017-06-30,showstopper,lemon and anise churros,other,no chocolate,fruit,no nut
7,4,Tom,5th,IN,14 September 2016,4,2017-06-30,showstopper,fennel churros snake in the grass,other,no chocolate,no fruit,no nut
7,4,Val,6th,IN,14 September 2016,4,2017-06-30,showstopper,chocolate orange churros,other,chocolate,fruit,no nut
7,4,Kate,7th,OUT,14 September 2016,4,2017-06-30,showstopper,hot cross bunny churros,other,no chocolate,no fruit,no nut
7,4,Benjamina,1st,SB,14 September 2016,4,2017-06-30,showstopper,tropical churros,other,no chocolate,no fruit,no nut
7,5,Andrew,6th,IN,21 September 2016,4,2017-07-07,showstopper,spicy chorizo squash parcels & baklava bites,other,no chocolate,no fruit,no nut
7,5,Benjamina,5th,IN,21 September 2016,4,2017-07-07,showstopper,plantain and spinach samosas & chai pear cups,other,no chocolate,fruit,no nut
7,5,Jane,1st,IN,21 September 2016,4,2017-07-07,showstopper,"roquefort, fig and walnut parcels & cherry and chocolate cones",other,chocolate,fruit,walnut
7,5,Rav,8th,IN,21 September 2016,4,2017-07-07,showstopper,chinese-style prawn filo tartlets & spiced white chocolate and hazelnut samosas,pie,chocolate,fruit,filbert
7,5,Selasi,3rd,IN,21 September 2016,4,2017-07-07,showstopper,"parma ham, asparagus and cheese filo cigars & coffee cream filo cups",other,no chocolate,no fruit,no nut
7,5,Tom,4th,IN,21 September 2016,4,2017-07-07,showstopper,yin and yang amuse-bouche,other,no chocolate,no fruit,no nut
7,5,Val,7th,OUT,21 September 2016,4,2017-07-07,showstopper,"caramelised red onion, goat's cheese tartlets & mincemeat and apple spiced parcels",pie,no chocolate,fruit,no nut
7,5,Candice,2nd,SB,21 September 2016,4,2017-07-07,showstopper,"sausage, black pudding and apple rounds & banoffee whiskey cups",pudding,no chocolate,fruit,no nut
7,6,Andrew,6th,IN,28 September 2016,4,2017-07-14,showstopper,spring elderflower trio,other,no chocolate,no fruit,no nut
7,6,Benjamina,2nd,IN,28 September 2016,4,2017-07-14,showstopper,floral tea cake,cake,no chocolate,no fruit,no nut
7,6,Candice,5th,IN,28 September 2016,4,2017-07-14,showstopper,four seasons cake,cake,no chocolate,no fruit,no nut
7,6,Jane,4th,IN,28 September 2016,4,2017-07-14,showstopper,three-tier orange cake with a floral chocolate collar,cake,chocolate,fruit,no nut
7,6,Selasi,7th,IN,28 September 2016,4,2017-07-14,showstopper,three-tiered ombré floral cake,cake,no chocolate,no fruit,no nut
7,6,Rav,3rd,OUT,28 September 2016,4,2017-07-14,showstopper,blossom cake,cake,no chocolate,no fruit,no nut
7,6,Tom,1st,SB,28 September 2016,4,2017-07-14,showstopper,floral tea cake,cake,no chocolate,no fruit,no nut
7,7,Benjamina,3rd,IN,5 October 2016,4,2017-07-21,showstopper,apple crumble mousse cake and chocolate coffee mousse cake,cake,chocolate,fruit,no nut
7,7,Candice,2nd,IN,5 October 2016,4,2017-07-21,showstopper,blackberry and raspberry bubbles and after dinner mousse,other,no chocolate,fruit,no nut
7,7,Jane,4th,IN,5 October 2016,4,2017-07-21,showstopper,"chocolate, coffee and vanilla joconde cakes and blackcurrant and vanilla ombré mousses",cake,chocolate,fruit,no nut
7,7,Selasi,6th,IN,5 October 2016,4,2017-07-21,showstopper,"lemon, strawberry and passionfruit and chocolate and mint mini mousse cakes",cake,chocolate,fruit,no nut
7,7,Tom,5th,OUT,5 October 2016,4,2017-07-21,showstopper,hipster picnic,other,no chocolate,no fruit,no nut
7,7,Andrew,1st,SB,5 October 2016,4,2017-07-21,showstopper,childhood ice cream mousse cakes,cake,no chocolate,no fruit,no nut
7,8,Andrew,2nd,IN,12 October 2016,4,2017-07-28,showstopper,jousting knights marchpane,other,no chocolate,no fruit,no nut
7,8,Jane,5th,IN,12 October 2016,4,2017-07-28,showstopper,swans,other,no chocolate,no fruit,no nut
7,8,Selasi,3rd,IN,12 October 2016,4,2017-07-28,showstopper,fruity tudor marchpane,other,no chocolate,no fruit,no nut
7,8,Benjamina,4th,OUT,12 October 2016,4,2017-07-28,showstopper,tudor garden,other,no chocolate,no fruit,no nut
7,8,Candice,1st,SB,12 October 2016,4,2017-07-28,showstopper,peacock,other,no chocolate,no fruit,no nut
7,9,Candice,3rd,IN,19 October 2016,4,2017-08-04,showstopper,chocolate praline fondant fancies & cherry bakewell fondant fancies,other,chocolate,fruit,no nut
7,9,Jane,1st,IN,19 October 2016,4,2017-08-04,showstopper,pistachio and raspberry fondant fancies & lemon curd surprise fondant fancies,other,no chocolate,fruit,pistachio
7,9,Selasi,4th,OUT,19 October 2016,4,2017-08-04,showstopper,lime and ginger fondant fancies & pink velvet and raspberry prosecco fondant fancies,other,no chocolate,fruit,no nut
7,9,Andrew,2nd,SB,19 October 2016,4,2017-08-04,showstopper,philharmonic fondants,other,no chocolate,no fruit,no nut
7,10,Andrew,1st,RUNNER UP,26 October 2016,4,2017-08-04,showstopper,family and friends' favourites picnic,other,no chocolate,no fruit,no nut
7,10,Jane,3rd,RUNNER UP,26 October 2016,4,2017-08-04,showstopper,family favourites feast,other,no chocolate,no fruit,no nut
7,10,Candice,2nd,WINNER,26 October 2016,4,2017-08-04,showstopper,picnic for pearly kings and queens,other,no chocolate,fruit,no nut
8,1,Chris,12th,IN,29 August 2017,NA,NA,showstopper,'raised pork pie and egg surprise' cake,cake,no chocolate,no fruit,no nut
8,1,Flo,9th,IN,29 August 2017,NA,NA,showstopper,'one in a melon' cake,cake,no chocolate,no fruit,no nut
8,1,James,2nd,IN,29 August 2017,NA,NA,showstopper,'mock-accino and croissant' cake,cake,no chocolate,no fruit,no nut
8,1,Julia,3rd,IN,29 August 2017,NA,NA,showstopper,'russian doll' cake,cake,no chocolate,no fruit,no nut
8,1,Kate,1st,IN,29 August 2017,NA,NA,showstopper,'chocolate terrarium' cake,cake,chocolate,no fruit,no nut
8,1,Liam,8th,IN,29 August 2017,NA,NA,showstopper,'stackin' sunday' cake,cake,no chocolate,no fruit,no nut
8,1,Sophie,5th,IN,29 August 2017,NA,NA,showstopper,'champagne bottle and bucket' cake,cake,no chocolate,no fruit,no nut
8,1,Stacey,11th,IN,29 August 2017,NA,NA,showstopper,'black evening clutch bag' cake,cake,no chocolate,no fruit,no nut
8,1,Tom,7th,IN,29 August 2017,NA,NA,showstopper,'stack of books' cake,cake,no chocolate,no fruit,no nut
8,1,Yan,4th,IN,29 August 2017,NA,NA,showstopper,'banana-ramen' cake,cake,no chocolate,fruit,no nut
8,1,Peter,10th,OUT,29 August 2017,NA,NA,showstopper,'bread on a breadboard' cake,cake,no chocolate,no fruit,no nut
8,1,Steven,6th,SB,29 August 2017,NA,NA,showstopper,'a baker's lunch' cake,cake,no chocolate,no fruit,no nut
8,2,Flo,10th,IN,5 September 2017,NA,NA,showstopper,'pick my bones' game,other,no chocolate,no fruit,no nut
8,2,James,3rd,IN,5 September 2017,NA,NA,showstopper,'coppit' game,other,no chocolate,no fruit,no nut
8,2,Julia,4th,IN,5 September 2017,NA,NA,showstopper,'a british baking' game,other,no chocolate,no fruit,no nut
8,2,Kate,8th,IN,5 September 2017,NA,NA,showstopper,'jungle' game,other,no chocolate,no fruit,no nut
8,2,Liam,7th,IN,5 September 2017,NA,NA,showstopper,'classroom classics' game,other,no chocolate,no fruit,no nut
8,2,Sophie,2nd,IN,5 September 2017,NA,NA,showstopper,'snakes and ladders' game,other,no chocolate,no fruit,no nut
8,2,Stacey,9th,IN,5 September 2017,NA,NA,showstopper,'get to school' game,other,no chocolate,no fruit,no nut
8,2,Tom,5th,IN,5 September 2017,NA,NA,showstopper,'drain pipes and ladders' game,other,no chocolate,no fruit,no nut
